id,name,description,unit_price,merchant_id,created_at,updated_at
263565274,Crochet toy from your kids drawing,"Any kid´s drawing can be turned into crocheted toy.  Basic price is 50€ and the final price depends on drawing, difficulties and size. For proper price email your drawing to el.key.handmade@gmail.com and write about size. I will reply you final price.",5000,12334305,2016-01-11 20:58:25 UTC,1972-11-18 12:07:01 UTC
263565882,Wooden Picture Frames,"This is a wooden picture frame made to order in any color you would like. Image not included in purchase.

for portrait style it is:
10&quot; tall and 6&quot; wide

For landscape style it is:
10&quot; wide and 6&quot; tall",4500,12336642,2016-01-11 20:53:42 UTC,2014-07-11 10:53:42 UTC
263565894,Blues Pastel Headband/Earwarmer for Baby and Kids,"This headband was hand-made using crochet stitching.

Color: Blues Pastels

Pattern created by Pinterest user &quot;I&#39;m Frayed Knot,&quot; with customizations by Jessica Blackmon.

Dimensions:
Band Length: 14 in.
Width: 2.25 in
Flower: 2.5 by 2.5 in.

Can be made to specific dimensions, i.e. length, width, etc.

Materials used:
Bernat Softee Baby yarn, 100% acrylic, machine washable and dryable.
Plastic button is used to fasten head band.",1000,12336148,2016-01-11 20:48:42 UTC,2000-05-30 16:46:40 UTC
263566052,Turquoise and Onyx Necklace - 22&quot; - Sterling Silver Clasp,"I made this gorgeous 22-inch necklace with turquoise, black onyx and a sterling silver clasp. It looks delicate but I used a 15-strand steel wire so it&#39;s strong enough for a lifetime of wearing.",9500,12336748,2016-01-11 20:52:08 UTC,2013-10-29 12:14:33 UTC
263566168,Hello There Shibori kitchen tea towel,"Hand dyed shibori flour sack kitchen towel.

100% cotton - 27&quot;x28&quot;

All products have been pre washed. To avoid color transfer cold water wash separately for the first few washes.",1200,12336364,2016-01-11 20:50:17 UTC,1977-06-16 11:30:54 UTC
263566292,Natural Stone Golden Plated Pendant Necklace,"Natural Stone Golden Plated Pendant Necklace

This fashionable pendant necklace will get you compliments anywhere you go.

- Length of the chain (not including stone) : 20inches (50.8cm)
- Chain type: Link Chain
- Plating : Gold Plated
- Material : Zinc Alloy
- Stone size : Because this is a natural stone, it is impossible to make each one identically the same. They measure more or less about an inch in length but will look slightly different; some are thinner, some are thicker.

Please send us a message if you have any questions.

Thanks for looking!",999,12337209,2016-01-11 20:54:18 UTC,2002-08-07 01:53:57 UTC
263566314,Shell Wreath,"Hand-crafted shell wreath made with shells found in Emerald Isle, North Carolina. Styrofoam backing. 18 inches from edge to edge, approximately 4 inches deep. Some shells may come off during transport; can be hot-glued back on.",7500,12336730,2016-01-11 20:57:08 UTC,2007-08-17 13:03:35 UTC
263566404,Flower Kissing Balls Pomander Flower Balls/Pew Flower Balls,"Multi-colored Rose flower balls.
Different shades of pink,peach, cream
Blue calla lilies, brooches, and crystal beads thrown in for pops of color and dimension.
Gorgeous addition to any event or home.
Each are 10.5 inches.
Comes with a light pink ribbon attached for hanging.",3000,12337411,2016-01-11 20:55:35 UTC,1989-06-17 21:30:02 UTC
263566670,Stencilled burlap cushion,Stencil 18 inch cushion in Welsh &quot; happy wife happy life&quot;.  Feather inner included. Envelope closing on reverse,2000,12337207,2016-01-11 20:55:00 UTC,1979-12-29 14:14:23 UTC
263566738,Rainbow Headband\Earwarmer with Flower,"This headband was hand-made using crochet stitching.

Color: Rainbow

Pattern created by Pinterest user &quot;I&#39;m Frayed Knot,&quot; with customizations by Jessica Blackmon.

Dimensions:
Band Length: 14 in.
Width: 2.25 in
Flower: 2.5 by 2.5 in.

Can be made to specific dimensions, i.e. length, width, etc.
Flower needs to be chosen, i.e. popcorn flower, two layer, or three layer.

Materials used:
Bernat Softee Baby yarn, 100% acrylic, machine washable and dryable.
Plastic button is used to fasten head band.",1000,12336148,2016-01-11 20:54:04 UTC,2001-10-25 02:25:04 UTC
263567058,1889 P Morgan Silver Dollar US Coin - Cleaned,"U.S. MINT SPECIFICATIONS

Denomination:	$1.00

Obverse Image:	Lady Liberty

Reverse Image:	Eagle holding arrows and olive branch

Metal Composition:	90% silver, 10% copper

Total Weight:	 26.73 grams

Comments:	The Morgan Dollar is named after its designer, George T. Morgan, who designed the obverse and reverse of the coin.",2750,12336515,2016-01-11 20:55:45 UTC,1973-05-05 21:31:05 UTC
263567242,"Small Bag  leather bags  men ,leather wallet ,handmade leather bag,genue leather,natural colour  FREE SHIPPING","Hello dear friends ! I make all my products in my own workshop using professional tools , high quality materials and genuine leather.

Stylish handbags. Small bag , you can use it how wallet . Natural tanned leather, sewn by hand. Waxed thread, saddle stitching.

I do custom orders.

#  Small men bag ( wallet )

► Handmade single edition ( exclusive )

► High quality and extremely durable cow leather for long lasting and everyday use.

► Here are the dimensions of this bag:

- Length - 4.3 inches (11 cm )

- Width - 4.7 inches (12 cm)

- Depth(empty) - 1.6 inches (4 cm)


The color display on your monitor may slightly differ from the actual product.


►Shipping detail:

• Free shipping
• The art will be sent within 1-3 days after payment is received
• Your order will be sent in the safe package . Then you maybe sure that you will receive product without any damage.
• It will be shipped First Class Mail
• Average shipping time 12-18 days.


You can see other my other leather products on this link :

https://www.etsy.com/ru/shop/NicholasLeatherWorld


Please don’t hesitate to do custom orders.
If you have any questions contact me.


Thanks,
Your Nicholas.",2999,12336310,2016-01-11 20:56:57 UTC,1981-05-06 14:52:22 UTC
263567292,Intricate Sunset,"&quot;Intricate Sunset&quot; Original by CarolinaLou at Divine Designs by Caroline
Size: 7.5x10.5in
Materials: acrylic, canvas board
Ships from: USA
Price: $81
MORE AVAILABLE",6100,12336050,2016-01-11 20:57:28 UTC,2006-09-08 18:17:01 UTC
263567376,"The Gold Coast, Chicago, Illinois","The Gold Coast of Chicago, Illinois 2013

Taken and Edited by rakimagery

This listing is for a canvas print that is gallery-wrapped around a 1.5” wooden stretcher frame. It arrives ready-to-hang right out of the box.


Perfect for home or office!",25000,12336622,2016-01-11 20:57:57 UTC,2011-12-20 13:29:36 UTC
263567474,Minty Green Knit Crochet Infinity Scarf,"- Super Chunky knit infinity scarf
- Soft mixture of 97% Acrylic and 3% Viscose
- Beautiful, Warm, and Stylish
- Very easy to care for

Hand wash with cold water and lay flat to dry",3800,12334871,2016-01-11 20:59:20 UTC,2009-12-09 12:08:04 UTC
